Companies,URL,Description,Industry,Latest Funding Round,Latest Funding Date,Total Funding,All Investors,Latest Valuation,Latest Funding Amount,Exit Round,Exit Date,Acquirers,Mosaic (Overall),Date Added,Country,Applications,Text,Speech & audio,Code,Visual media
Replicate,replicate.com,"Replicate is a company that operates in the artificial intelligence sector. The company offers a platform that allows users to run and fine-tune open-source models, deploy custom models at scale, and generate images, text, videos, music, and speech. It primarily serves sectors that require machine learning capabilities. It was founded in 2019 and is based in San Francisco, California.",Generative AI infrastructure,Series B,2023/07/12,58.05,"AIX Ventures, Andreessen Horowitz, Dylan Field, Guillermo Rauch, Sequoia Capital, Y Combinator, AI Grant, Heavybit, NVentures",350,40,,,,880,2024/02/22,United States,LLMOps,,,,
Calypso AI,calypsoai.com,"Calypso AI develops AI security software to measure, understand, and improve AI systems. It focuses on securing enterprises that use AI and machine language, helping to defend against adversarial machine learning attacks. Calypso AI was founded in 2018 and is based in San Mateo, California.",Generative AI infrastructure,Series A - II,2023/06/27,38.2,"8VC, Cyber Mentor Fund, Day One Ventures, Frontline Ventures, K50 Ventures, Lightspeed Venture Partners, Expeditions Fund, Lockheed Martin Ventures, Manta Ray Ventures, Paladin Capital Group, Pallas Ventures, Esri Startup Program, Anne Wojcicki, Auren Hoffman, Hakluyt Capital, Susan Wojcicki",,23,,,,520,2024/01/25,United States,LLM security,,,,
HiddenLayer,hiddenlayer.com,"HiddenLayer is a network security company that provides security solutions. It develops and provides a machine-learning-based threat detection and response platform. It also offers consulting, threat modeling, ML risk assessment, and training. The company was founded in 2022 and is based in Leander, Texas.",Generative AI infrastructure,Series A,2023/09/26,56,"Ten Eleven Ventures, secure octane, Booz Allen Ventures, Capital One Ventures, IBM Ventures, M12, Moore Strategic Ventures",205.34,50,,,,790,2024/02/16,United States,LLM security,,,,
Klleon,klleon.io,"Klleon is a company that focuses on revolutionizing digital communication using advanced artificial intelligence technology in the tech industry. The company's main service involves recreating the face, body, and voice of a digital human from a single photo and a 30-second audio recording, closely resembling a real person. Klleon primarily sells to sectors of the economy that require digital communication. It was founded in 2019 and is based in San Mateo, California.",Horizontal applications,Private Equity,2021/12/08,3.51,"ZER01NE, Bluepoint Partners, TIPS Program, Kakao Investment, SU&Financial Investment",36,1.67,,,,500,2023/10/04,United States,Lip sync & video personalization,,,,x
Tavus,tavus.io,"Tavus specializes in AI-driven video personalization within the marketing and sales automation sector. Its platform enables the creation of personalized videos using advanced voice and face cloning technology, designed to enhance customer engagement and conversion rates. Tavus primarily serves sectors that benefit from personalized outreach, such as sales, marketing, customer success, and recruitment. It was founded in 2020 and is based in Houston, Texas.",Horizontal applications,Series A,2023/08/28,24.33,"Liquid 2 Ventures, Y Combinator, The Thiel Foundation, Accel, GTMFund, Hack VC, Index Ventures, Lightspeed Venture Partners, MANTIS Venture Capital, Remus Capital, SV Angel, Sequoia Capital, Soma Capital, Terra Nova, Zillionize Angel, HubSpot, Scale Venture Partners",80,18,,,,680,2023/10/04,United States,Lip sync & video personalization,,,,x
Beam,beam.so,"Beam is a leading company in the field of agentic process automation, specializing in the development of autonomous AI agents and AI-native platforms for various business sectors. The company offers solutions that automate complex manual tasks, such as customer service interactions, order management, and insurance claims processing, through the use of AI agents that can be customized to meet specific workflow needs. Beam's AI agents are designed to integrate seamlessly into existing systems, providing businesses with the ability to enhance productivity and focus on strategic work. It is based in New York, New York.",Horizontal applications,,,,,,,,,,,2023/10/04,United States,Knowledge management,x,,,
Nyx.gallery,nyx.gallery,"Nyx.gallery is a company focused on artificial intelligence in the photography industry. The company's main service is the generation of artificial intelligence-created images, including food, animals, landscapes, and more, none of which are real. It was founded in 2022 and is based in Princeton, New Jersey.",Horizontal applications,Convertible Note,2022/12/29,0.02,Wingman Campus Fund,,0.02,,,,400,2023/10/04,United States,Images & NFTs,,,,x
mage.space,mage.space,"Mage.space is a platform focused on providing artificial intelligence models in the content creation industry. The company offers services that allow consumers to generate personalized content such as images and GIFs using Text-to-Image and Text-to-GIF AI models. Its primary market is the consumer sector, particularly those interested in content creation. It was founded in 2019 and is based in New York, New York.",Horizontal applications,,,,,,,,,,,2023/10/04,United States,Images & NFTs,,,,x
OpenArt,openart.ai,"OpenArt is a company that focuses on artificial intelligence (AI) and operates in the digital art and entertainment industry. The company offers an AI-powered platform that generates art and images, enabling users to create unique visuals without any design experience. It provides tools for transforming sketches into images, creating AI QR codes, and generating creative variations of original images. It was founded in 2022 and is based in San Francisco, California.",Horizontal applications,,,,,,,,,,,2023/10/04,United States,Images & NFTs,,,,x
Lexica,lexica.art,"Lexica operates as a stable diffusion search engine. It offers search for artificial intelligence (AI) generated images and prompts. It was founded in 2022 and is based in San Francisco, California.",Horizontal applications,Seed VC - II,2023/01/29,5,"FundersClub, AI Grant",,,,,,440,2023/10/04,United States,Images & NFTs,,,,x
Booth AI,booth.ai,"Booth AI focuses on leveraging artificial intelligence in the domain of image production and photography. It offers a platform that generates high-quality product images by using AI, where users can upload their product photos and describe their vision to receive tailored images. The primary sectors Booth AI caters to include e-commerce and marketing. The company was founded in 2022 and is based in Sacramento, California.",Horizontal applications,Convertible Note,2023/02/22,0.5,"TRAC, Pioneer Fund, Y Combinator",,0.5,,,,300,2023/10/04,United States,Images,,,,x
Hyperreal,hyperreal.io,"Hyperreal is a company focused on digital identity management and monetization in the entertainment and technology sectors. The company offers a platform, known as the Hyperreal Vault, that enables creators to own, copyright, and monetize their digital identities, which are hyper-realistic digital human avatars known as HyperModels. These digital identities can be used across various digital ecosystems, including film, video games, and immersive interactive experiences. It was founded in 2019 and is based in New York, New York.",Horizontal applications,Grant,2022/07/27,7,"David Levy, Pearl Abyss, Robert Wolf, Ryan Schinman, ZASH, CJ ENM, HBAR Foundation",,,,,,290,2023/10/04,United States,Hyper-real deepfake videos,,,,x
Apriora,apriora.ai,"Apriora focuses on improving the hiring process through artificial intelligence (AI). The company offers an automated interview platform that utilizes AI to conduct interviews, helping to expedite the hiring process and provide in-depth candidate insights. The platform serves companies looking to streamline their recruitment efforts and improve the efficiency of their hiring teams. It was founded in 2023 and is based in San Francisco, California.",Horizontal applications,Convertible Note,2024/01/19,0.5,Y Combinator,,0.5,,,,510,2024/02/08,United States,HR tech,x,,,
Our Ability,ourability.com,"Our Ability is a company focused on leveraging artificial intelligence to enhance employment opportunities for people with disabilities. The company offers a range of services including a generative AI-driven system that matches people with disabilities to jobs, and a platform for businesses to recruit from a pool of talented candidates with disabilities. They also provide accessibility testing and remediation services to ensure digital platforms are inclusive and accessible. It was founded in 2011 and is based in Glenmont, New York.",Horizontal applications,Grant,2019/05/16,,Microsoft AI for Accessibility,,,,,,,2024/02/22,United States,HR tech,,,,
